,Diputado,Anio,Doc,Folio,Fecha,Asesor,Detalle,Monto
382,Amaro Labra Sepúlveda,2018,,,,EL MAPA CONSULTORES SPA,"ESTUDIO DE ANTECEDENTES PARA UN PROYECTO ALTERNATIVO LA PUBLICIDAD DE ALCOHOLES (BOLETINES N° 4192-11, 4181-11, 4379-11, REFUNDIDOS) Y VIABILIDAD DE TRAMITACIÓN DE EVENTUAL NUEVO PROYECTO.",500000
383,Amaro Labra Sepúlveda,2018,,5981,26 jun 2018,EL MAPA CONSULTORES SPA,SEGUIMIENTO AGENDA LEGISLATIVA GOBIERNO CON ACENTO EN PROYECTOS DE COMISIONES MEDIOAMBIENTE Y CULTURA EN LA CÁMARA Y EL SENADO.,500000
384,Amaro Labra Sepúlveda,2018,,,,EL MAPA CONSULTORES SPA,SEGUIMIENTO AGENDA LEGISLATIVA GOBIERNO CON ACENTO EN PROYECTOS DE COMISIONES MEDIOAMBIENTE Y CULTURA EN LA CÁMARA Y EL SENADO.,500000
385,Joaquín Lavín León,2019,,,,CRISTIAN ANDRES BARROS MUÑOZ,"Informe en Derecho sobre temas de Fiscalización Asesoría Legislativa y Jurídica respecto de Proyectos de Ley, redacción de propuestas de mociones y/o proyectos de acuerdo o de resolución. Seguimiento de Ley y de las Comisiones de Economía Fomento, Micro, pequeña y mediana Empresa. Protección de los Consumidores y Turismo; Comisión Desarrollo social y Superación de la Pobreza y Planificación.",500000
386,Joaquín Lavín León,2019,,6188,01 jan 2019,FUNDACION JAIME GUZMAN,RESUMEN A LA SALA.BREVE ANÁLISIS Y SUGERENCIA DE VOTACIÓN DE LOS PROYECTOS DE RESOLUCIÓN QUE SE PRESENTAN EN LA SALA DE LA CÁMARA DE DIPUTADOS.ASESORÍA PRESENCIAL EN LAS COMISIONES EN LAS QUE EL SOLICITANTE PARTICIPA.,500000
387,Joaquín Lavín León,2019,,,,CRISTIAN ANDRES BARROS MUÑOZ,"INFORME EN DERECHO SOBRE TEMAS DE FISCALIZACIÓN.ASESORÍA LEGISLATIVA Y JURÍDICA RESPECTO DE PROYECTOS DE LEY.REDACCIÓN DE PROPUESTAS DE MOCIONES Y O PROYECTOS DE ACUERDO O DE RESOLUCIÓN.SEGUIMIENTO DE LEY Y DE LAS COMISIONES DE ECONOMÍA, FOMENTO,MICRO, PEQUEÑA Y MEDIANA EMPRESA.PROTECCIÓN DE LOS CONSUMIDORES Y TURISMO.COMISIÓN DE DESARROLLO SOCIAL, SUPERACIÓN DE LA POBREZA Y PLANIFICACIÓN.",10300000
388,Joaquín Lavín León,2019,,6205,09 jan 2019,FUNDACION JAIME GUZMAN,"""RESUMEN A LA SALA""",1500000
389,Joaquín Lavín León,2018,,,,FUNDACION JAIME GUZMAN,INFORME SOBRE PROGRAMA DE GOBIERNO Y PROYECTOS DE LEY PENDIENTES EN LA COMISIÓN DE ECONOMÍA.,700000
390,Joaquín Lavín León,2018,,5653,21 mar 2018,CRISTIAN ANDRES BARROS MUÑOZ,"INFORME EN DERECHO SOBRE TEMAS DE FISCALIZACIÓN.ASESORÍA LEGISLATIVA Y JURÍDICA RESPECTO DE PROYECTOS DE LEY. REDACCIÓN DE PROPUESTAS DE MOCIONES Y O PROYECTOS DE ACUERDO O DE RESOLUCIÓN. SEGUIMIENTO DE LEY Y COMISIONES DE ECONOMÍA, FOMENTO, MICRO, PEQUEÑA Y MEDIANA EMPRESA. PROTECCIÓN DE LOS CONSUMIDORES Y TURISMO; COMISIÓN DE DESARROLLO SOCIAL, SUPERACIÓN DE LA POBREZA Y PLANIFICACIÓN.",500000
391,Joaquín Lavín León,2018,,,,FUNDACION JAIME GUZMAN,RESUMEN A LA SALA,500000
392,Joaquín Lavín León,2018,,5763,24 apr 2018,CRISTIAN ANDRES BARROS MUÑOZ,"INFORME EN DERECHO SOBRE TEMAS DE FISCALIZACIÓN.ASESORÍA LEGISLATIVA Y JURÍDICA RESPECTO DE PROYECTOS DE LEY, REDACCIÓN DE PROPUESTAS DE MOCIONES Y O PROYECTO DE ACUERDO O DE RESOLUCIÓN. SEGUIMIENTO DE LEY Y DE LAS COMISIONES DE ECONOMÍA FOMENTO, MICRO, PEQUEÑA Y MEDIANA EMPRESA. PROTECCIÓN DE LOS CONSUMIDORES Y TURISMO; COMISIÓN DE DESARROLLO SOCIAL, SUPERACIÓN DE LA POBREZA Y PLANIFICACIÓN.",1000000
393,Joaquín Lavín León,2018,,,,FUNDACION JAIME GUZMAN,RESUMEN A LA SALA,1000000
394,Joaquín Lavín León,2018,,5764,19 apr 2018,CRISTIAN ANDRES BARROS MUÑOZ,"INFORME EN DERECHO SOBRE TEMAS DE FISCALIZACIÓN.ASESORÍA LEGISLATIVA Y JURÍDICA RESPECTO DE PROYECTOS DE LEY.REDACCIÓN DE PROPUESTAS DE MOCIONES Y O PROYECTOS DE ACUERDO O DE RESOLUCIÓN.SEGUIMIENTO DE LEY Y DE LAS COMISIONES DE ECONOMÍA FOMENTO, MICRO, PEQUEÑA Y MEDIANA EMPRESA.PROTECCIÓN DE LOS CONSUMIDORES Y TURISMO.COMISIÓN DE DESARROLLO SOCIAL, SUPERACIÓN DE LA POBREZA Y PLANIFICACIÓN.",3000000
395,Joaquín Lavín León,2018,,,,FUNDACION JAIME GUZMAN,INFORMES RESUMEN A LA SALA,3000000
396,Raúl Leiva Carvajal,2018,,,,ASESORIAS CRISTINA ZUÑIGA PAREDES EIRL,"Asesoría parlamentaria para el trabajo legislativo y político , levantamiento de información sobre problemática del agua , escasez hídrica e impacto en la agricultura en las comunas que comprende el distrito.",700000
397,Raúl Leiva Carvajal,2018,,5688,11 mar 2018,ASESORIAS CRISTINA ZUÑIGA PAREDES EIRL,asesoría parlamentaria para el trabajo legislativo-político. levantamiento de información sobre problemática del transporte urbano e interurbano y proyección de metrotren en comunas del distrito,700000
398,Raúl Leiva Carvajal,2018,,,,ASESORIAS CRISTINA ZUÑIGA PAREDES EIRL,"Asesoría parlamentaria para el trabajo legislativo y político, análisis de contingencia e impacto de los temas que trabaja el parlamentario. Levantamiento de información sobre la situación de salud en el distrito (hospitales, consultorios, atención )las demandas de los ciudadanos en ese ámbito y los proyectos que trabajan , han trabajado o se proyectan para las comunas del distrito.",700000
399,Andrés Longton Herrera,2021,,,,LEONARDO BRUNO CONTRERAS NEIRA,Asesoría jurídica legal en materias legislativas de representación y fiscalización.,3159525
400,Andrés Longton Herrera,2021,,6447,01 jan 2021,DIEGO IGNACIO KHAMIS THOMAS,Asesoría jurídica legal en materias legislativas de representación y fiscalización.,3159525
401,Andrés Longton Herrera,2021,,,,DIEGO IGNACIO KHAMIS THOMAS,ASESORÍA JURÍDICA LEGAL EN MATERIAS LEGISLATIVAS DE REPRESENTACIÓN Y FISCALIZACIÓN,564972
402,Andrés Longton Herrera,2021,,,,EDUARDO ANDRÉS ARAYA CORTEZ,Asesoría jurídica legal en materias legislativas de representación y fiscalización.,843753
403,Andrés Longton Herrera,2021,,6469,01 may 2021,EDUARDO ANDRÉS ARAYA CORTEZ,Asesoría jurídica legal en materias legislativas de representación y fiscalización.,3009525
404,Andrés Longton Herrera,2020,,,,LEONARDO BRUNO CONTRERAS NEIRA,Asesoría jurídica legal en materias legislativas de representación y fiscalización.,3090000
405,Andrés Longton Herrera,2020,,,,LEONARDO BRUNO CONTRERAS NEIRA,ASESORÍA JURÍDICA LEGAL EN MATERIAS LEGISLATIVAS DE REPRESENTACIÓN Y FISCALIZACIÓN,3090000
406,Andrés Longton Herrera,2020,,,,LEONARDO BRUNO CONTRERAS NEIRA,Asesoría jurídica legal en materias legislativas de representación y fiscalización.,3090000
407,Andrés Longton Herrera,2020,,6365,01 jan 2020,LEONARDO BRUNO CONTRERAS NEIRA,Asesoría jurídica legal en materias legislativas de representación y fiscalización.,3090000
408,Andrés Longton Herrera,2019,,,,LEONARDO BRUNO CONTRERAS NEIRA,Asesoría jurídica legal en materias legislativas de representación y fiscalización.,3090000
409,Andrés Longton Herrera,2019,,,,LEONARDO BRUNO CONTRERAS NEIRA,"Asesoría jurídica legal en materias legislativas, de representación y fiscalización.",3090000
410,Andrés Longton Herrera,2019,,,,LEONARDO BRUNO CONTRERAS NEIRA,"Asesoría jurídica legal en materias legislativas, de representación y fiscalización.",3090000
411,Andrés Longton Herrera,2019,,6189,01 jan 2019,LEONARDO BRUNO CONTRERAS NEIRA,Asesoría jurídica legal en materias legislativas de representación y fiscalización.,1030000
412,Andrés Longton Herrera,2019,,,,LEONARDO BRUNO CONTRERAS NEIRA,Asesoría jurídica legal en materias legislativas de representación y fiscalización.,1030000
413,Andrés Longton Herrera,2019,,,,LEONARDO BRUNO CONTRERAS NEIRA,Asesoría jurídica legal en materias legislativas de representación y fiscalización.,1030000
414,Andrés Longton Herrera,2018,,,,LEONARDO BRUNO CONTRERAS NEIRA,1.- Minutas e intervenciones para sala de la Cámara de Diputados en proyectos de la tabla. 2.- Redacción de indicaciones. 3.- Selección de iniciativas con prioridad en actual tramitación en Cámara de Diputados y Senado.,700000
415,Andrés Longton Herrera,2018,,5691,11 mar 2018,LEONARDO BRUNO CONTRERAS NEIRA,"1.- Minutas e intervenciones para sala de la Cámara de Diputados en proyectos de la tabla. 2.- Redacción de indicaciones. 3.- Redacción de proyectos de ley, proyectos de resolución y oficios de fiscalización",1000000
416,Andrés Longton Herrera,2018,,,,LEONARDO BRUNO CONTRERAS NEIRA,"1.- Minutas e intervenciones para sala de la Cámara de Diputados en proyectos de la tabla. 2.- Redacción de indicaciones. 3.- Redacción de proyectos de ley, proyectos de resolución y oficios de fiscalización",1000000
417,Andrés Longton Herrera,2018,,5803,01 apr 2018,LEONARDO BRUNO CONTRERAS NEIRA,"MINUTAS E INTERVENCIONES PARA SALA DE LA CÁMARA DE DIPUTADOS EN PROYECTOS DE LA TABLA.REDACCIÓN DE INDICACIONES.REDACCIÓN DE PROYECTOS DE LEY, PROYECTOS DE RESOLUCIÓN Y OFICIOS DE FISCALIZACIÓN.",1000000
418,Andrés Longton Herrera,2018,,,,LEONARDO BRUNO CONTRERAS NEIRA,"MINUTAS E INTERVENCIONES PARA SALA DE LA CÁMARA DE DIPUTADOS EN PROYECTOS DE LA TABLA.REDACCIÓN DE INDICACIONES.REDACCIÓN DE PROYECTO DE LEY, PROYECTOS DE RESOLUCIÓN Y OFICIOS DE FISCALIZACIÓN.",1000000
419,Andrés Longton Herrera,2018,,5878,01 may 2018,LEONARDO BRUNO CONTRERAS NEIRA,"MINUTAS E INTERVENCIONES PARA SALA DE LA CÁMARA DE DIPUTADOS EN PROYECTOS DE LA TABLA.REDACCIÓN DE INDICACIONES.REDACCIÓN DE PROYECTOS DE LEY, PROYECTOS DE RESOLUCIÓN Y OFICIOS DE FISCALIZACIÓN.",1000000
420,Andrés Longton Herrera,2018,,,,LEONARDO BRUNO CONTRERAS NEIRA,1. MINUTAS E INTERVENCIONES PARA SALA DE LA CÁMARA DE DIPUTADOS EN PROYECTOS DE LA TABLA.2. REDACCIÓN DE INDICACIONES Y REDACCIÓN DE PROYECTOS DE LEY.3. REDACCIÓN DE PROYECTOS DE RESOLUCIÓN Y OFICIOS DE FISCALIZACIÓN. MINUTAS PARA DISCUSIÓN EN COMISIONES,3000000
421,Karin Luck Urban,2018,,,,PAMELA ANDREA OLAVARRÍA PONTICAS,"ELABORACIÓN DE DOCUMENTOS PARA REDACTAR PROYECTOS DE LEY, PARTICIPAR EN COMISIONES Y ASISTIR A REUNIONES CON AUTORIDADES.REUNIÓN SEMANAL PARA ANALIZAR CONTINGENCIA Y PREPARAR TEMAS SEGÚN AGENDA LEGISLATIVA.ELABORACIÓN Y EJECUCIÓN DE PLANES DE RELACIONAMIENTO CON AUTORIDADES DEL EJECUTIVO Y PARLAMENTARIOS.SESIÓN SEMANAL DE PREPARACIÓN DE ENTREVISTAS, CON ASESORÍAS EN EXPRESIÓN ORAL Y ESCRITA.",700000
422,Karin Luck Urban,2018,,5702,29 mar 2018,PAMELA ANDREA OLAVARRÍA PONTICAS,MINUTAS E INFORME SOBRE LEY DE CUOTAS E IGUALDAD SALARIAL.PROPUESTA LEGISLATIVA SOBRE IGUALDAD SALARIAL.,750000
423,Karin Luck Urban,2018,,,,PAMELA ANDREA OLAVARRÍA PONTICAS,PROPUESTA DE AGENDA PARA LA EQUIDAD DE GÉNERO Y LEY DE CUOTAS EN LOS DIRECTORIOS DE EMPRESAS PÚBLICAS.,750000
424,Karin Luck Urban,2018,,5742,17 apr 2018,PAMELA ANDREA OLAVARRÍA PONTICAS,INFORME SOBRE CASOS DE ACOSO EN REDES SOCIALES EN CHILE Y PROPUESTA DE ACCIONES LEGISLATIVAS Y DE PRENSA A SEGUIR.,750000
425,Javier Macaya Danús,2021,,,,FUNDACION JAIME GUZMAN,"ASISTENCIA PRESENCIAL O TELEMÁTICA DE PROFESIONALES DEL ÁREA LEGISLATIVA DE LA FUNDACIÓN A LAS SESIONES DE LAS COMISIONES LEGISLATIVAS PERMANENTES EN QUE PARTICIPEN LOS DIPUTADOS CONTRATANTES, CON EL OBJETO DE ASESORARLOS Y APORTARLES INFORMACIÓN TÉCNICA RELEVANTE, PREPARAR MINUTAS DE ANÁLISIS Y COLABORAR EN LA REDACCIÓN DE INDICACIONES SOBRE LOS PROYECTOS DE LEY DEBATIDOS EN ESAS COMISIONES. ASÍ TAMBIÉN SE PRESTARÁ ASESORÍA TÉCNICA JURÍDICA EN LAS COMISIONES INVESTIGADORAS Y EN LOS REQUERIMIENTOS AL TRIBUNAL CONSTITUCIONAL EN QUE PARTICIPEN O QUE PRESENTEN LOS DIPUTADOS CONTRATANTES. ASIMISMO, SE REALIZARÁN MINUTAS DE CONTINGENCIA PARA EL RESPALDO TÉCNICO DE REPORTAJES EN LA PRENSA NACIONAL. ADICIONALMENTE, SE DISTRIBUIRÁ COPIA DE LOS INFORMES DENOMINADOS “RESUMEN A LA SALA”, QUE DESCRIBEN Y ANALIZAN SUCINTAMENTE LOS PRINCIPALES PROYECTOS DE LEY QUE SEAN PUESTOS EN TABLA PARA SU VOTACIÓN EN LA SALA DE LA CÁMARA, A TODOS LOS DIPUTADOS CONTRATANTES.",6000000
426,Javier Macaya Danús,2020,,,,FUNDACION JAIME GUZMAN,"""RESUMEN A LA SALA"" (ENERO)INFORMES Y MINUTAS RELATIVAS A LA AGENDA SOCIAL Y CONSTITUCIONAL ACTUALMENTE EN TRAMITACIÓN EN EL PARLAMENTO. (FEBRERO)",1000000
427,Javier Macaya Danús,2020,,,,FUNDACION JAIME GUZMAN,RESUMEN A LA SALA,5000000
428,Javier Macaya Danús,2019,,,,FUNDACION JAIME GUZMAN,RESUMEN A LA SALA.BREVE ANÁLISIS Y SUGERENCIA DE VOTACIÓN DE LOS PROYECTOS DE RESOLUCIÓN QUE SE PRESENTAN EN LA SALA DE LA CÁMARA DE DIPUTADOS.ASESORÍA PRESENCIAL EN LAS COMISIONES EN LAS QUE EL SOLICITANTE PARTICIPA,500000
429,Javier Macaya Danús,2019,,6212,09 jan 2019,FUNDACION JAIME GUZMAN,"""RESUMEN A LA SALA""",5000000
430,Javier Macaya Danús,2018,,,,FUNDACION JAIME GUZMAN,INFORME SOBRE DÉFICIT ESTRUCTURAL EN LA HACIENDA PÚBLICA.,700000
431,Javier Macaya Danús,2018,,5654,21 mar 2018,FUNDACION JAIME GUZMAN,"""RESUMEN A LA SALA""",1000000
432,Javier Macaya Danús,2018,,,,FUNDACION JAIME GUZMAN,RESUMEN A LA SALA,1000000
433,Javier Macaya Danús,2018,,5821,26 apr 2018,FUNDACION JAIME GUZMAN,INFORMES RESUMEN A LA SALA,3000000
434,Carolina Marzán Pinto,2018,,,,ROSA ESTELA VILLARROEL VALDÉS,"Asesoría en comisión de Familia, debido a su experticia en materia de Adultos Mayores e infancia. Asistencia a esta y consultas en relación a los temas que de esta emanen, así como de contingencia relacionada a la materia.",1100000
435,Carolina Marzán Pinto,2018,,,,ROSA ESTELA VILLARROEL VALDÉS,"ASESORÍA INTEGRAL EN MATERIA DE COMISIÓN DE FAMILIA, INFORME EN RELACIÓN A LA CONTINGENCIA Y RESOLUCIÓN DE CONSULTAS POR SU EXPERTICIA EN ASUNTOS DE ADULTOS MAYORES E INSTITUCIONALIDAD INFANTIL.",3850000
436,Juan Manuel Masferrer Vidal,2021,,,,FUNDACION JAIME GUZMAN,"Informe de proyectos de la Comisión de Minería y Energía sobre materias referente al Litio, Royalty Minero y legislación en materia de Energía",491482
437,Juan Manuel Masferrer Vidal,2021,,6475,17 jun 2021,FUNDACION JAIME GUZMAN,"ASISTENCIA PRESENCIAL O TELEMÁTICA DE PROFESIONALES DEL ÁREA LEGISLATIVA DE LA FUNDACIÓN A LAS SESIONES DE LAS COMISIONES LEGISLATIVAS PERMANENTES EN QUE PARTICIPEN LOS DIPUTADOS CONTRATANTES, CON EL OBJETO DE ASESORARLOS Y APORTARLES INFORMACIÓN TÉCNICA RELEVANTE, PREPARAR MINUTAS DE ANÁLISIS Y COLABORAR EN LA REDACCIÓN DE INDICACIONES SOBRE LOS PROYECTOS DE LEY DEBATIDOS EN ESAS COMISIONES. ASÍ TAMBIÉN SE PRESTARÁ ASESORÍA TÉCNICA JURÍDICA EN LAS COMISIONES INVESTIGADORAS Y EN LOS REQUERIMIENTOS AL TRIBUNAL CONSTITUCIONAL EN QUE PARTICIPEN O QUE PRESENTEN LOS DIPUTADOS CONTRATANTES. ASIMISMO, SE REALIZARÁN MINUTAS DE CONTINGENCIA PARA EL RESPALDO TÉCNICO DE REPORTAJES EN LA PRENSA NACIONAL. ADICIONALMENTE, SE DISTRIBUIRÁ COPIA DE LOS INFORMES DENOMINADOS “RESUMEN A LA SALA”, QUE DESCRIBEN Y ANALIZAN SUCINTAMENTE LOS PRINCIPALES PROYECTOS DE LEY QUE SEAN PUESTOS EN TABLA PARA SU VOTACIÓN EN LA SALA DE LA CÁMARA, A TODOS LOS DIPUTADOS CONTRATANTES.",3000000
438,Cosme Mellado Pino,2018,,,,DANNERY ZAYONARA CÁRCAMO CARTES,"ASESORÍA EN ASUNTOS JURÍDICOS, LEGISLATIVOS Y SOCIALES. INCLUSIÓN Y DISCAPACIDAD. POLÍTICA, ECONOMÍA. OTROS ANÁLOGOS PARA ASISTIR LA LABOR PARLAMENTARIA.",1300000
439,Cosme Mellado Pino,2018,,5823,20 apr 2018,DANNERY ZAYONARA CÁRCAMO CARTES,"ASESORÍA EN MATERIAS JURÍDICAS, LEGISLATIVAS Y SOCIALES, INCLUSIÓN Y DISCAPACIDAD, POLÍTICAS, ECONÓMICAS. CUALQUIER OTRA ANÁLOGA PARA ASISTIR LA LABOR PARLAMENTARIA.",1300000
440,Cosme Mellado Pino,2018,,,,DANNERY ZAYONARA CÁRCAMO CARTES,"ASESORÍA EN ASUNTOS JURÍDICOS, LEGISLATIVOS Y SOCIALES, INCLUSIÓN Y DISCAPACIDAD, POLÍTICA ECONOMÍA Y OTROS ANÁLOGOS PARA ASISTIR LA LABOR PARLAMENTARIA.",1300000
441,Fernando Meza Moncada,2021,,,,MARCOS ANDRÉS ESPINOSA MONARDES,"ANALISIS DEL ROL POTENCIAL DE LOS CANDIDATOS INDEPENDIENTES EN EL PROCESO CONVENCIONAL CONSTITUCIONAL,DESDE LA REVISIÓN ESPECÍFICA DE LAS NUEVAS POSIBILIDADES IDEOLÓGICAS Y FACULTATIVAS DE LOS GRUPOS SOCIALES.",1053175
442,Fernando Meza Moncada,2021,,6436,01 jan 2021,MARCOS ANDRÉS ESPINOSA MONARDES,": LA TASA DE ENVEJECIMIENTO EN CHILE,Y SUS EFECTOS EN EL DISEÑO DE POLÌTICAS PÙBLICAS.",1053175
443,Fernando Meza Moncada,2021,,,,MARCOS ANDRÉS ESPINOSA MONARDES,EL ROL DEL ESTADO EN LA REGULACIÓN Y USO EFICIENTE Y ADECUADO DE LAS NUEVAS TECNOLOGÍAS Y LOS MEDIOS DIGITALES DE INFORMACIÓN.,1053175
444,Fernando Meza Moncada,2021,,6444,01 feb 2021,MARCOS ANDRÉS ESPINOSA MONARDES,"ANÁLISIS DEL PROYECTO DE LEY CONTENIDO EN BOLETÍN 12093-08,QUE ESTABLECE UN ROYALTY MINERO.",1053175
445,Fernando Meza Moncada,2021,,,,MARCOS ANDRÉS ESPINOSA MONARDES,ANÁLISIS PROYECTO DE LEY QUE ESTABLECE UN SUBSIDIO AL EMPLEO. PROYECCIONES Y EFICACIA EN LA IMPLEMENTACIÓN DE LA LEY.,1053175
446,Fernando Meza Moncada,2021,,6452,01 mar 2021,MARCOS ANDRÉS ESPINOSA MONARDES,"ANÁLISIS DEL PROYECTO BOLETÍN 13778,QUE ESTABLECE FUERO A LOS TRABAJADORES DE LA SALUD.",1053175
447,Fernando Meza Moncada,2021,,,,MARCOS ANDRÉS ESPINOSA MONARDES,LA APLICACIÓN DE LOS ESTADOS DE EXCEPCIÓN Y SU EFECTO EN LAS LIBERTADES INDIVIDUALES EN UN CONTEXTO DE PANDEMIA. ANÁLISIS Y OBSERVACIONES.,1053175
448,Fernando Meza Moncada,2021,,6459,01 apr 2021,MARCOS ANDRÉS ESPINOSA MONARDES,"INDUSTRIA NACIONAL DEL LITIO,BASES PARA CONOCER LA EVOLUCIÓN DE LA PRODUCCIÓN DEL LITIO EN CHILE.-",1053175
449,Fernando Meza Moncada,2021,,,,MARCOS ANDRÉS ESPINOSA MONARDES,"ANÁLISIS DEL PROYECTO DE LEY INICIADO EN MOCIÓN REFUNDIDAS EN BOLETÍN 13204-07 13205-07, QUE ESTABLECE UNA MODIFICACIÓN DE LOS DELITOS DE CARÁCTER SOCIOECONÓMICOS",1053175
450,Fernando Meza Moncada,2021,,6468,01 may 2021,MARCOS ANDRÉS ESPINOSA MONARDES,"LA LEGISLACIÓN QUE REGULA EL FUNCIONAMIENTO DE LAS COMPAÑÍAS ASEGURADORAS,Y EL MERCADO DE LAS RENTAS VITALICIAS.",1053175
451,Fernando Meza Moncada,2020,,,,MARCOS ANDRÉS ESPINOSA MONARDES,"Titulo: PARTICIPACIÓN DE LOS PUEBLOS ORIGINARIOS,EN EL PROCESO CONSTITUYENTE,PROPUESTAS PARA SU IMPLEMENTACIÓN",1030000
452,Fernando Meza Moncada,2020,,6354,01 jan 2020,MARCOS ANDRÉS ESPINOSA MONARDES,"Titulo: Analisis de la ley de resguardo por parte de las Fuerzas Armadas de la infraestructura crítica del país. Contenido: Alcance y proyecciones del articulado contenido en la moción parlamentaria, que establece en resguardo de la infraestructura crítica del país por parte de las Fuerzas Armadas. Diferencias y similitudes con el Estado de excepcion, facultades otorgadas al Presidente de la República y consideraciones especiales consignadas en el proyecto.",1030000
453,Fernando Meza Moncada,2020,,,,MARCOS ANDRÉS ESPINOSA MONARDES,"ANÁLISIS DEL RÉGIMEN PRESIDENCIAL , PARLAMENTARIO, Y SEMI PRESIDENCIAL, COMO FORMAS DE ADMINISTRACIÓN DE ESTADO. SUS CARACTERÍSTICAS DE FUNCIONAMIENTO Y EFICACIA DE SUS RESULTADOS.",1030000
454,Fernando Meza Moncada,2020,,6370,01 feb 2020,MARCOS ANDRÉS ESPINOSA MONARDES,"ANÁLISIS Y PERTINENCIA DE LOS PROYECTOS DE LEY QUE ACTUALMENTE SE ESTÁN TRAMITANDO EN EL PARLAMENTO,A PROPÓSITO DE LA CONTRACCIÓN ECONÓMICA GENERADA POR LA CRISIS SANITARIA QUE VIVE NUESTRO PAÍS.",1030000
455,Fernando Meza Moncada,2020,,,,MARCOS ANDRÉS ESPINOSA MONARDES,"EFECTOS ECONÓMICOS DERIVADOS DE LA PANDEMIA,A LA LUZ DE LOS INDICADORES ENTREGADOS POR LOS ORGANISMOS FINANCIEROS PÚBLICOS Y PRIVADAS, ANÁLISIS DE LAS CIFRAS Y PROYECCIONES ENTREGADAS PARA LOS PRÓXIMOS CICLOS ECONÓMICOS.",1030000
456,Fernando Meza Moncada,2020,,6379,01 mar 2020,MARCOS ANDRÉS ESPINOSA MONARDES,"ANÁLISIS CRÍTICO AL PROYECTO DE LEY ,INICIADO EN MENSAJE QUE ""MODIFICA LEYES N°S 18045 Y 18046,PARA ESTABLECER NUEVAS EXIGENCIAS DE TRANSPARENCIA Y REFORZAMIENTO DE RESPONSABILIDADES DE LOS AGENTES DE LOS MERCADOS ( BOLETÍN N° 10162-05 )",1030000
457,Fernando Meza Moncada,2020,,,,MARCOS ANDRÉS ESPINOSA MONARDES,LA BRECHA DIGITAL EN LA REGIÓN DE LA ARAUCANÍA Y SU IMPACTO EN EL ACCESO A LOS INSTRUMENTOS DE SUBSIDIOS DEL ESTADO.,1030000
458,Fernando Meza Moncada,2020,,6397,01 apr 2020,MARCOS ANDRÉS ESPINOSA MONARDES,"ANÁLISIS DEL PROYECTO DE LEY ,INICIADO EN MOCIÓN CONTENIDO EN BOL. 13555-07 .QUE ESTABLECE UN IMPUESTO AL PATRIMONIO DE LAS PERSONAS NATURALES.",1030000
459,Fernando Meza Moncada,2020,,,,MARCOS ANDRÉS ESPINOSA MONARDES,"TITULO: LA SOCIALDEMOCRACIA ,SU ACEPCIÓN E IMPLEMENTACIÓN EN LOS MODELOS DE ADMINISTRACIÓN DEL ESTADO. ALCANCES Y FUNCIONAMIENTO",1030000
460,Fernando Meza Moncada,2020,,6402,01 may 2020,MARCOS ANDRÉS ESPINOSA MONARDES,"ANÁLISIS PROYECTO DE LEY ,INICIADO EN MENSAJE QUE MODERNIZA LA GESTIÓN INSTITUCIONAL Y FORTALECE LA PROBIDAD Y TRANSPARENCIA EN LAS FUERZAS DE ORDEN Y SEGURIDAD PÚBLICA,CONTENIDO EN BOLETÍN 12.250-25.",1030000
461,Fernando Meza Moncada,2020,,,,MARCOS ANDRÉS ESPINOSA MONARDES,"ANÁLISIS PROYECTO DE LEY ORIGINADO EN MOCIÓN BOLETÍN 11309-06 QUE MODIFICA LEY 18700,A FIN DE ESTABLECER ESCAÑOS RESERVADOS A PUEBLOS ORIGINARIOS",1030000
462,Fernando Meza Moncada,2020,,6409,01 jun 2020,MARCOS ANDRÉS ESPINOSA MONARDES,"INFORME SOBRE BOL. 13.685-07,PROYECTO DE REFORMA CONSTITUCIONAL,INICIADO EN MOCIÓN QUE PERMITE EL PAGO DE PENSIONES DE ALIMENTOS MEDIANTE LA SUBROGACIÓN EN EL RETIRO DE FONDOS PREVISIONALES DE LA LEY 21.248",1030000
463,Fernando Meza Moncada,2019,,,,MARCOS ANDRÉS ESPINOSA MONARDES,"INFORME SOBRE LA EFICACIA DE LOS ESTUDIOS DE IMPACTO AMBIENTA, A PARTIR DE LA IMPLEMENTACIÓN DE LA NUEVA INSTITUCIONALIDAD DE MEDIO AMBIENTE",1030000
464,Fernando Meza Moncada,2019,,6183,16 jan 2019,MARCOS ANDRÉS ESPINOSA MONARDES,"LEY ARAUCANÍA.""ANÁLISIS Y PROYECCIONES""ESTUDIO COMPARADO CON LAS DISTINTA PROPUESTAS DISEÑADAS POR ADMINISTRACIONES ANTERIORES PARA RESOLVER CONFLICTO CON PUEBLO MAPUCHE",1030000
465,Fernando Meza Moncada,2019,,,,MARCOS ANDRÉS ESPINOSA MONARDES,"""ANÁLISIS DEL PROYECTO DE LEY 21.100, QUE PROHÍBE LA ENTREGA DE BOLSAS PLÁSTICAS. EFECTOS ESPERADOS DE LA IMPLEMENTACIÓN DE ESTA NORMA, Y LEGISLACIÓN COMPARADA SOBRE EFECTOS DE LA MISMA EN OTROS PAÍSES"".",1030000
466,Fernando Meza Moncada,2019,,6216,24 jan 2019,MARCOS ANDRÉS ESPINOSA MONARDES,"Legislacion y normas contenidas en los Ministerios de vivienda, Urbanismo, Bienes Nacionales en relación a las disposiciones e interpretaciones surgidas en la aplicación de las normas que rigen para establecer las concesiones de borde costero y zonas lacustres en nuestro país.",1030000
